Player id,name,sex,dob,height,weight,sport,gold,silver,bronze,coach,country,Broadcasting Services
602585498,Abubaker Haydar Abdalla,male,8/28/1996,1.8,60,athletics,0,0,0,dravid,Ghana,youtube
140663745,Achraf Kharroubi,male,9/25/1990,1.6,,boxing,0,0,0,disel,Greece,match tv
507726155,Adam Batirov,male,1/13/1985,1.65,71,wrestling,0,0,0,jack,Grenada,cbc sport
60265240,Adam Cwalina,male,1/26/1985,1.87,81,badminton,0,0,0,mac,Guam,sony 12
256805041,Adam Decker,male,2/29/1984,2.03,115,aquatics,0,0,0,tom,Guatemala,tv3 sport
275689888,Adam Dixon,male,9/11/1986,1.69,70,hockey,0,0,0,som,Guinea,16 bold
136977152,Adam Froese,male,8/13/1991,1.82,81,hockey,0,0,0,denver,Guinea-Bissau,Hotstart
487206822,Adam Gemili,male,10/6/1993,1.78,75,athletics,0,0,0,jenny,Guyana,espn
236523132,Adam Imer,male,8/18/1989,1.82,88,hockey,0,0,0,don,Haiti,star sports
682367963,Adam Kszczot,male,9/2/1989,1.78,68,athletics,0,0,0,basco,Honduras,canada_sport
624366946,Adam Lundqvist,male,3/20/1994,1.74,70,football,0,0,0,dravid,Hong Kong*,dd
394945344,Adam Marosi,male,7/26/1984,1.81,75,modern pentathlon,0,0,0,disel,Hungary,youtube
970243540,Adam Okruashvili,male,1/1/1989,1.89,130,judo,0,0,0,jack,Iceland,match tv
765490473,Adam Pattantyus,male,10/10/1978,1.75,71,table tennis,0,0,0,mac,India,cbc sport
561951036,Adam Peaty,male,12/28/1994,1.93,88,aquatics,1,1,0,tom,Indonesia,sony 13
785166259,Adam Sebastian Helcelet,male,10/27/1991,1.9,92,athletics,0,0,0,som,Iran,tv3 sport
846863992,Adam Telegdy,male,11/1/1995,1.94,77,aquatics,0,0,0,denver,Iraq,17 bold
390173289,Adam Vella,male,6/12/1971,1.78,92,shooting,0,0,0,jenny,Ireland,Hotstart
266751447,Adam Viktora,male,9/6/1996,1.88,94,aquatics,0,0,0,don,Israel,espn
983184686,Adam Wisniewski,male,10/24/1980,1.93,93,handball,0,0,0,basco,Italy,star sports
184652432,Adam Yates,male,8/7/1992,1.72,58,cycling,0,0,0,dravid,Jamaica,canada_sport
983411298,Adam van Koeverden,male,1/29/1982,1.82,85,canada_sportoe,0,0,0,disel,Japan,dd
685532077,Adama Diatta,male,8/14/1988,1.65,57,wrestling,0,0,0,jack,Jordan,youtube
222063859,Adama Jammeh,male,6/10/1993,,,athletics,0,0,0,mac,Kazakhstan,match tv
46940649,Adas Juskevicius,male,1/3/1989,1.94,90,basketball,0,0,0,tom,Kenya,cbc sport
512592841,Adel Gholami,male,2/9/1986,1.95,88,volleyball,0,0,0,som,"Korea, North",sony 14
302277635,Adel Mechaal,male,12/5/1990,1.82,71,athletics,0,0,0,denver,"Korea, South",tv3 sport
216864827,Adel Mojallalimoghadam,male,3/21/1993,1.85,82,canada_sportoe,0,0,0,jenny,Kuwait,18 bold
153013732,Adela Bruns,female,2/5/1987,1.71,60,shooting,0,0,0,don,Kyrgyzstan,Hotstart
123916473,Adela Hanzlickova,female,5/4/1994,1.71,67,wrestling,0,0,0,basco,Laos,espn
325622113,Adelina Bogus,female,9/4/1988,1.86,75,rowing,0,0,1,dravid,Latvia,star sports
518639420,Adelina Pastor,female,5/5/1993,1.68,56,athletics,0,0,0,disel,Lebanon,canada_sport
457663778,Adelinde Cornelissen,female,7/7/1979,1.68,55,equestrian,0,0,0,jack,Lesotho,dd
259002430,Adeline Maria Gray,female,1/15/1991,1.73,77,wrestling,0,0,0,mac,Liberia,youtube
303297765,Adem Boudjemline,male,2/28/1994,1.8,85,wrestling,0,0,0,tom,Libya,match tv
993710181,Adenizia da Silva,female,12/18/1986,1.87,65,volleyball,0,0,0,som,Liechtenstein,cbc sport
878847288,Adham Ahmed Saleh Kahk,male,6/27/1993,1.6,66,wrestling,0,0,0,denver,Lithuania,sony 15
75289002,Adilbek Niyazymbetov,male,5/19/1989,1.8,,boxing,0,1,0,jenny,Luxembourg,tv3 sport
930618704,Adilson da Silva,male,1/24/1972,1.7,79,golf,0,0,0,don,Macedonia,19 bold
890593128,Aditi Ashok,female,3/29/1998,1.73,57,golf,0,0,0,basco,Madagascar,Hotstart
456381770,Adlan Abdurashidov,male,7/31/1990,1.72,,boxing,0,0,0,dravid,Malawi,espn
256936407,Adnan Maric,male,2/17/1997,1.83,78,football,0,0,0,disel,Malaysia,star sports
637015297,Adrian Andres Puentes Perez,male,7/3/1988,1.71,76,archery,0,0,0,jack,Maldives,canada_sport
787208883,Adrian Baches,male,4/7/1990,1.84,83,aquatics,0,0,0,mac,Mali,dd
941631433,Adrian Blocki,male,4/11/1990,1.74,62,athletics,0,0,0,tom,Malta,youtube
839462979,Adrian Chacon,male,12/10/1988,1.87,90,athletics,0,0,0,som,Mauritania,match tv
284555275,Adrian Crisan,male,5/7/1980,1.86,85,table tennis,0,0,0,denver,Mauritius,cbc sport
366608701,Adrian Dziolko,male,2/22/1990,1.89,85,badminton,0,0,0,jenny,Mexico,sony 16
679510102,Adrian Eduardo Goide Arredondo,male,6/26/1998,1.91,80,volleyball,0,0,0,don,Micronesia,tv3 sport
242818896,Adrian Edward Zielinski,male,3/28/1989,1.7,94,weightlifting,0,0,0,basco,Moldova,20 bold
400838338,Adrian Gavira Collado,male,9/17/1987,1.93,89,volleyball,0,0,0,dravid,Monaco,Hotstart
557196811,Adrian Gomboc,male,1/20/1995,1.7,69,judo,0,0,0,disel,Mongolia,espn
653186701,Adrian Griffith,male,11/11/1984,1.78,75,athletics,0,0,0,jack,Morocco,star sports
217850967,Adrian Ignacio Carambula Raurich,male,3/16/1988,1.82,83,volleyball,0,0,0,mac,Mozambique,canada_sport
370799805,Adrian Juhasz,male,11/18/1989,1.88,89,rowing,0,0,0,tom,Burma,dd
714030791,Adrian Oquendo,male,2/23/1990,1.89,87,rowing,0,0,0,som,Namibia,youtube
915726586,Adrian Portela,male,3/8/1986,1.85,95,handball,0,0,0,denver,Nauru,match tv
80367651,Adriana Aparecida da Silva,female,7/22/1981,1.66,52,athletics,0,0,0,jenny,Nepal,cbc sport
593328448,Adriana Araujo,female,11/4/1981,1.67,,boxing,0,0,0,don,Netherlands,sony 17
770039735,Adriana Diaz,female,10/31/2000,1.6,50,table tennis,0,0,0,basco,Netherlands Antilles*,tv3 sport
228337858,Adriana Martin,female,4/12/1996,1.62,65,archery,0,0,0,dravid,New Zealand,21 bold
529241363,Adriana Moises,female,12/6/1978,1.7,65,basketball,0,0,0,disel,Nicaragua,Hotstart
439382128,Adrien Bart,male,9/4/1991,1.85,84,canada_sportoe,0,0,0,jack,Niger,espn
326016199,Adrien Dipanda,male,5/3/1988,2.02,105,handball,0,1,0,mac,Nigeria,star sports
664737236,Adrien Niyonshuti,male,1/2/1987,1.65,68,cycling,0,0,0,tom,Norway,canada_sport
447910544,Adrienne Martelli,female,12/3/1987,1.86,77,rowing,0,0,0,som,Oman,dd
835610998,Adzo Rebecca Kpossi,female,1/25/1999,1.58,53,aquatics,0,0,0,denver,Pakistan,youtube
26797739,Ae-Ri Noort,female,1/10/1983,1.6,49,rowing,0,0,0,jenny,Palau,match tv
577601340,Afa Ismail,female,11/1/1993,,,athletics,0,0,0,don,"Palestine, Occupied Territories",cbc sport
16830155,Afaf Elhodhod,female,10/1/1996,1.63,75,shooting,0,0,0,basco,Panama,sony 18
508610852,Afef Ben Ismail,female,3/17/1994,1.73,60,canada_sportoe,0,0,0,dravid,Papua New Guinea,tv3 sport
477738986,Africa Zamorano Sanz,female,1/11/1998,1.7,58,aquatics,0,0,0,disel,Paraguay,22 bold
998446972,Afrodite Zegers,female,12/2/1991,1.61,58,sailing,0,0,0,jack,Peru,Hotstart
42409524,Agata Forkasiewicz,female,1/13/1994,1.68,54,athletics,0,0,0,mac,Philippines,espn
28097741,Agatha Bednarczuk,female,6/22/1983,1.82,70,volleyball,0,1,0,tom,Poland,star sports
23462736,Ageze Guadie,male,9/11/1989,1.75,56,athletics,0,0,0,som,Portugal,canada_sport
971796358,Aglaia Pezzato,female,4/22/1994,1.75,60,aquatics,0,0,0,denver,Puerto Rico*,dd
810258362,Agnes Osazuwa,female,11/26/1989,1.62,65,athletics,0,0,0,jenny,Qatar,youtube
107504792,Agnes Raharolahy,female,11/7/1992,1.67,58,athletics,0,0,0,don,Romania,match tv
320335499,Agnese Pastare,female,10/27/1988,1.79,68,athletics,0,0,0,basco,Russia,cbc sport
220410298,Agnete Kirk Thinggaard,female,5/18/1983,1.72,62,equestrian,0,0,0,dravid,Rwanda,sony 19
726686017,Agnieszka Dygacz,female,7/18/1985,1.6,47,athletics,0,0,0,disel,Saint Kitts and Nevis,tv3 sport
517578131,Agnieszka Jadwiga Wieszczek-Kordus,female,3/22/1983,1.75,69,wrestling,0,0,0,jack,Saint Lucia,23 bold
120505360,Agnieszka Jerzyk,female,1/15/1988,1.7,59,triathlon,0,0,0,mac,Saint Vincent and the Grenadines,Hotstart
665715516,Agnieszka Kobus,female,8/28/1990,1.77,68,rowing,0,0,1,tom,Samoa,espn
935702937,Agnieszka Nagay,female,2/20/1981,1.69,61,shooting,0,0,0,som,San Marino,star sports
220520929,Agnieszka Radwanska,female,3/6/1989,1.73,59,tennis,0,0,0,denver,Sao Tome and Principe,canada_sport
527420548,Agnieszka Skrzypulec,female,6/3/1989,1.66,53,sailing,0,0,0,jenny,Saudi Arabia,dd
983479171,Agnieszka Szwarnog,female,12/28/1986,1.65,51,athletics,0,0,0,don,Senegal,youtube
638298176,Agustin Mazzilli,male,6/20/1989,1.73,77,hockey,1,0,0,basco,Serbia,match tv
833236523,Agustin Vidal,male,7/8/1987,1.94,100,handball,0,0,0,dravid,Seychelles,cbc sport
794585269,Agustina Albertarrio,female,1/1/1993,1.65,55,hockey,0,0,0,disel,Sierra Leone,sony 20
441542780,Agustina Habif,female,3/8/1992,1.65,55,hockey,0,0,0,jack,Singapore,tv3 sport
213448220,Ahmad Abughaush,male,2/1/1996,1.78,68,taekwondo,1,0,0,mac,Slovakia,24 bold
443237540,Ahmad Alafasi,male,1/10/1983,,,shooting,0,0,0,tom,Slovenia,Hotstart
942902378,Ahmad Amsyar Azman,male,8/28/1992,1.62,62,aquatics,0,0,0,som,Solomon Islands,espn
684631479,Ahmad Hazer,male,9/4/1989,1.88,80,athletics,0,0,0,denver,Somalia,star sports
67793782,Ahmed Abdelaal,male,6/8/1989,1.88,89,volleyball,0,0,0,jenny,South Africa,canada_sport
935849614,Ahmed Abdelhay,male,8/19/1984,1.97,87,volleyball,0,0,0,don,Spain,dd
786273274,Ahmed Abelrahman,male,5/26/1996,1.65,60,judo,0,0,0,basco,Sri Lanka,youtube
672789779,Ahmed Afifi,male,3/30/1988,1.94,92,volleyball,0,0,0,dravid,Sudan,match tv
873200853,Ahmed Akram,male,10/20/1996,1.88,80,aquatics,0,0,0,disel,Suriname,cbc sport
862822782,Ahmed Ali,male,11/15/1993,1.73,75,athletics,0,0,0,jack,Swaziland,sony 21
9418987,Ahmed Attellesey,male,7/30/1995,,,aquatics,0,0,0,mac,Sweden,tv3 sport
180751684,Ahmed Bader Magour,male,3/3/1996,1.9,90,athletics,0,0,0,tom,Switzerland,25 bold
364294388,Ahmed Darwish,male,7/2/1981,1.72,80,shooting,0,0,0,som,Syria,Hotstart
23970897,Ahmed El Kotb,male,7/23/1991,1.97,80,volleyball,0,0,0,denver,Taiwan,espn
837684987,Ahmed El-Nemr,male,11/21/1978,1.83,84,archery,0,0,0,jenny,Tajikistan,star sports
635571670,Ahmed Elahmar,male,1/27/1984,1.81,79,handball,0,0,0,don,Tanzania,canada_sport
64299896,Ahmed Gebrel,male,1/22/1991,,,aquatics,0,0,0,basco,Thailand,dd
215275770,Ahmed Goumar,male,2/22/1988,1.8,73,judo,0,0,0,dravid,Togo,youtube
663592491,Ahmed Ibrahim,male,2/25/1992,1.84,80,football,0,0,0,disel,Tonga,match tv
916701520,Ahmed Kamar,male,9/19/1986,1.75,60,shooting,0,0,0,jack,Trinidad and Tobago,cbc sport
114527133,Ahmed Mathlouthi,male,12/18/1989,1.9,90,aquatics,0,0,0,mac,Tunisia,sony 22
205324342,Ahmed Mohamed,male,4/8/1996,1.7,73,shooting,0,0,0,tom,Turkey,tv3 sport
162169475,Ahmed Mohamed,male,4/27/1988,1.85,144,weightlifting,0,0,0,som,Turkmenistan,26 bold
739968078,Ahmed Mohamed Ibrahim Saad,male,2/25/1989,1.65,85,wrestling,0,0,0,denver,Uganda,Hotstart
575397765,Ahmed Ragab,male,9/29/1991,1.74,81,sailing,0,0,0,jenny,Ukraine,espn
101574216,Ahmed Saad,male,11/1/1986,1.6,62,weightlifting,0,0,0,don,United Arab Emirates,star sports
105465611,Ahmed Shaban,male,3/8/1979,1.9,95,shooting,0,0,0,basco,United Kingdom,canada_sport
585852107,Ahmet Li,male,1/12/1991,1.73,67,table tennis,0,0,0,dravid,United States,dd
696999235,Ahmet Orken,male,3/12/1993,1.77,69,cycling,0,0,0,disel,Uruguay,youtube
47988332,Ahreum Na,female,3/24/1990,1.63,55,cycling,0,0,0,jack,Uzbekistan,match tv
138385356,Ahymara Espinoza,female,5/28/1985,1.8,99,athletics,0,0,0,mac,Vanuatu,cbc sport
730862558,Ai Fukuhara,female,11/1/1988,1.56,48,table tennis,0,0,1,tom,Venezuela,sony 23
488478701,Ai Kondo Yoshida,female,11/5/1980,1.61,58,sailing,0,0,0,som,Vietnam,tv3 sport
975475720,Ai Ueda,female,10/26/1983,1.55,44,triathlon,0,0,0,denver,Virgin Islands*,27 bold
544308054,Ai Wen Yu,female,12/27/1995,1.57,52,shooting,0,0,0,jenny,Yemen,Hotstart
696719880,Aiaal Lazarev,male,3/19/1986,1.95,125,wrestling,0,0,0,don,Zambia,espn
634178292,Aichen Wang,male,3/28/1985,1.85,75,sailing,0,0,0,basco,Zimbabwe,star sports
537808926,Aida Fall,female,11/10/1986,1.93,95,basketball,0,0,0,dravid,,canada_sport
155951731,Aida Mohamed,female,3/12/1976,1.62,58,fencing,0,0,0,disel,,dd
531077009,Aida Roman,female,5/21/1988,1.69,64,archery,0,0,0,jack,,youtube
750356217,Aida Shanaeva,female,4/23/1986,1.73,63,fencing,0,0,0,mac,,match tv
248085477,Aidan Roach,male,9/7/1990,1.87,88,aquatics,0,0,0,tom,,cbc sport
743883365,Aika Hakoyama,female,7/27/1991,1.76,62,aquatics,0,0,1,som,,sony 24
110469224,Aikaterini Nikolaidou,female,10/22/1992,1.8,70,rowing,0,0,0,denver,,tv3 sport
823094336,Aikaterini-Maria Kontochristopoulou,female,6/10/1997,1.68,58,fencing,0,0,0,jenny,,28 bold
574808106,Aiko Hayashi,female,11/17/1993,1.66,56,aquatics,0,0,1,don,,Hotstart
676958658,Aiko Sugihara,female,9/19/1999,1.46,35,gymnastics,0,0,0,basco,,espn
420613340,Aileen Reid,female,6/15/1982,1.69,53,triathlon,0,0,0,dravid,,star sports
172676108,Ailen Valente,female,3/26/1996,1.67,58,gymnastics,0,0,0,disel,,canada_sport
971329341,Ailly Luciano,female,3/25/1991,1.71,69,handball,0,0,0,jack,,dd
356290857,Ailun Guo,male,11/14/1993,1.92,85,basketball,0,0,0,mac,,youtube
273034565,Aimee Fisher,female,1/24/1995,1.83,99,canada_sportoe,0,0,0,tom,,match tv
266091485,Aimee Willmott,female,2/26/1993,1.71,66,aquatics,0,0,0,som,,cbc sport
912490592,Aina Cid I Centelles,female,9/1/1994,1.7,60,rowing,0,0,0,denver,,sony 25
674464910,Ainhoa Hernandez,female,4/27/1994,1.8,88,handball,0,0,0,jenny,,tv3 sport
14183642,Ainhoa Murua,female,7/18/1978,1.6,48,triathlon,0,0,0,don,,29 bold
871394696,Ainur Yesbergenova,female,2/11/1998,1.64,49,taekwondo,0,0,0,basco,,Hotstart
635098552,Airi Hatakeyama,female,8/16/1994,1.71,46,gymnastics,0,0,0,dravid,,espn
965051843,Airine Palsyte,female,7/13/1992,1.87,63,athletics,0,0,0,disel,,star sports
840071617,Aisen Chen,male,10/22/1995,1.68,60,aquatics,2,0,0,jack,,canada_sport
704825548,Aisha Praught,female,12/14/1989,1.62,50,athletics,0,0,0,mac,,dd
704391947,Aislin Jones,female,2/8/2000,1.57,51,shooting,0,0,0,tom,,youtube
273177958,Aisuluu Tynybekova,female,5/4/1993,1.7,58,wrestling,0,0,0,som,,match tv
191963338,Aitor Martinez Rodriguez,male,8/22/1993,1.83,78,aquatics,0,0,0,denver,,cbc sport
678408880,Aivi Luik,female,3/18/1985,1.63,58,football,0,0,0,jenny,,sony 26
234338084,Ajee Wilson,female,5/8/1994,1.73,61,athletics,0,0,0,don,,tv3 sport
374861025,Ajla del Ponte,female,7/15/1996,1.68,56,athletics,0,0,0,basco,,30 bold
504635619,Ajna Kesely,female,9/10/2001,1.65,54,aquatics,0,0,0,dravid,,Hotstart
680600926,Akalani Baravilala,female,7/12/1991,1.68,74,rugby sevens,0,0,0,disel,,espn
213555250,Akane Kuroki,female,8/13/1978,1.65,50,equestrian,0,0,0,jack,,star sports
58865414,Akane Shibata,female,4/30/1988,1.53,50,hockey,0,0,0,mac,,canada_sport
677730191,Akane Yamaguchi,female,6/6/1997,1.56,55,badminton,0,0,0,tom,,dd
265984930,Akani Simbine,male,9/21/1993,1.76,74,athletics,0,0,0,som,,youtube
285797294,Akashdeep Singh,male,12/2/1994,1.78,70,hockey,0,0,0,denver,,match tv
769580282,Akeem Haynes,male,3/11/1992,1.68,71,athletics,0,0,1,jenny,,cbc sport
194243947,Akela Jones,female,4/22/1995,1.86,77,athletics,0,0,0,don,,sony 27
58705332,Aki Mitsuhashi,female,9/12/1989,1.66,59,hockey,0,0,0,basco,,tv3 sport
921789441,Aki Yazawa,female,11/5/1991,1.56,50,canada_sportoe,0,0,0,dravid,,31 bold
327133724,Akihiko Nakamura,male,10/23/1990,1.8,73,athletics,0,0,0,disel,,Hotstart
346354435,Akiko Sato,female,2/9/1984,1.62,58,shooting,0,0,0,jack,,espn
850163240,Akira Ioane,male,6/16/1995,1.94,113,rugby sevens,0,0,0,mac,,star sports
816408353,Akira Yanase,male,8/11/1988,1.91,95,aquatics,0,0,0,tom,,canada_sport
959689266,Akossiwa Claire Ayivon,female,8/11/1996,,,rowing,0,0,0,som,,dd
152032519,Akua Obeng-Akrofi,female,7/10/1996,,,athletics,0,0,0,denver,,youtube
593452734,Alaa Ali,male,6/3/1996,1.78,68,football,0,0,0,jenny,,match tv
747058984,Alaaeldin Abouelkassem,male,11/25/1990,1.88,87,fencing,0,0,0,don,,cbc sport
249203070,Alade Aminu,male,9/14/1987,2.1,102,basketball,0,0,0,basco,,sony 28
158571661,Alain Sign,male,2/3/1986,1.81,84,sailing,0,0,0,dravid,,tv3 sport
471888446,Alan Campbell,male,5/9/1983,1.91,96,rowing,0,0,0,disel,,32 bold
275659106,Alan Hatherly,male,3/15/1996,1.78,62,cycling,0,0,0,jack,,Hotstart
488926827,Alan Sinclair,male,10/16/1985,1.92,96,rowing,0,0,0,mac,,espn
386179468,Alan Sothern,male,7/28/1987,1.78,76,hockey,0,0,0,tom,,star sports
68100583,Alana Barber,female,7/8/1987,1.63,52,athletics,0,0,0,som,,canada_sport
662496867,Alana Boyd,female,5/10/1984,1.71,59,athletics,0,0,0,denver,,dd
812220330,Alanna Kennedy,female,1/21/1995,1.76,63,football,0,0,0,jenny,,youtube
923852920,Alastair Brogdon,male,11/10/1987,1.83,76,hockey,0,0,0,don,,match tv
533114803,Alba Torrens,female,8/30/1989,1.91,68,basketball,0,1,0,basco,,cbc sport
551413911,Albachir Mouctar,male,5/1/1995,1.78,76,aquatics,0,0,0,dravid,,sony 29
92096398,Albane Valenzuela,female,12/17/1997,1.74,58,golf,0,0,0,disel,,tv3 sport
930879907,Albert Espanol Lifante,male,10/29/1985,1.89,86,aquatics,0,0,0,jack,,33 bold
